Tanggal,Komentator,Komentar,jumlahlike
2020-03-02T15:26:27Z,@yoenkstar222,Cepat&#39; di tindaki para pemerintah para ahli medis..agar virus ini langsung terbasmi dan tidak ada di negara ini,0
2020-03-02T15:26:13Z,@datippi8562,Bpjs nggak Punya. virus corona sdh masuk ke Indonesia,0
2020-03-02T15:25:55Z,@yantidongfeng6781,"Wkwkakwk kemarin banyak kaum kadrun menyebut bahwa musibah ini sbg azab . trus skarang apa? padahal katanya agama pembimbing orng kejalan yg benar ,disisi lain ternyata juga bisa menyesatkan.contoh terkikisnya hati nurani.tapi tak apalah,kan pemegang tiket ke surga.",1
2020-03-02T15:25:40Z,@suharnisuharni8702,Yg gua heranin knp diperbolehkan org warga negara asing masuk Indonesia,1
2020-03-02T15:25:20Z,@yoenkstar222,Setelah 2 pasien ini apakah ada indikasi penularan ke masyarakat lainnya yang telah berinteraksi dengan kedua pasien tersebut?apa pemerintah sudah memeriksa tempat dan dimana saja 2 pasien ini berinteraksi..mohon informasinya  terimakasih,0
2020-03-02T15:25:01Z,@ernisbanyuwangi228,"Eladalah masuk juga ke indonesia,semoga yang merasa dlm pesta dansa dan yang merasa ada kontak dengan mereka cepat2 ke rs... Itu tempat nya harap segera di Bersihkan... Ya Allah lindungilah bangsa indonesia",0
2020-03-02T15:24:13Z,@gfhrb39qq,"Ini PERINGATAN bagi KALIAN WAHAI MANUSIA...<br>Tidakkah kalian PAHAM bahwa Allah SWT telah mengirimkan banyak peringatan dari tahun kemarin berupa bencana, kesusahan, dll, akan tetapi KALIAN BEBAL, sampai kemudian mesti WABAH ini diturunkan.<br>Apakah KALIAN masih juga SOMBONG dan KETAKUTAN LUAR BIASA ? <br>KALIAN para pecinta DUNIA sudah ditutup MATA dan HATI supaya tetap menggunakan RASIONALITAS yang TERBATAS.<br><br>HIMBAUAN: <br>Saat nya introspeksi diri dan BERTOBAT bukan TOMAT (Tobat trus Kumat). <br>Ingatlah perbuatan MAKSIAT yg telah kalian lakukan, stop, jangan dilakukan lagi, takutlah kalian pada Allah SWT.<br>SADAR...SADAR...SADAR...kadang kalian tidak sadar apakah melakukan perbuatan maksiat atau tidak.<br>Jangan biarkan tulisan kalian menghina yang lain, karena sesungguhnya kalian sedang mentransfer pahala kalian ke orang yg dihina.<br>Jangan biarkan MALAIKAT MAUT sibuk menjemput anda karena kemurkaan Allah SWT terhadap kalian.",157
2020-03-02T22:01:07Z,@CAS-iz9bd,gfhr b39 peringatan bagi kalian? lebih benarnya bagi kita semua ya 🤔,4
2020-03-02T23:31:42Z,@annadiana4075,@Arbeit Macht frei ya gitu lah,0
2020-03-03T01:24:55Z,@Kabar_kito,"Lu bener sendiri arti nya tongg, yg sombong nya tu ada di elu tong, , tobatt, jangan merasa bangga diri menjadi orang yg paling bener, semua harus introspeksi dan sama sama menjaga. . Nampak pun hasil copypaste,  jangan aslal copy paste , iya kalo yg di copy paste  itu bener si ga pp, tambah pahala, kalo ternyata salah, tak sesuai apa yg di ajarkan dlm agama, syariat dll, arti nya sudah menyebrkan juga virus kesesatan,",2
2020-03-03T01:27:28Z,@candragootube,Emang ini ngga termasuk kamu?,0
2020-03-03T01:37:47Z,@Teddy84631,&quot;....kalian wahai manusia&quot;? Emang kamu apa? Sepeda?,5
2020-03-02T15:23:29Z,@denbagusnur5330,ada yg tau 2 orng ini etnis nya ap ? ap mngkin keturunan jpng juga ? krn ad berita mnyebut mereka kerabat si wn jepang,0
2020-03-02T15:22:54Z,@este3657,peneliti dari Universitas Harvard kok ga dipercaya.,0
2020-03-02T15:22:23Z,@EdukasiPerpus,Ternyata WHO BENAR,1
2020-03-02T15:22:20Z,@teatea2984,Lagian dah tau musim virus masihh aja jalan jalan.. heran saya sama orang&quot;,0
2020-03-02T16:06:48Z,@saldinatabobby2516,Haus hiburan,0
2020-03-04T05:58:34Z,@teatea2984,@@saldinatabobby2516 nyebar&quot; in penyakit aj.. gk berkaca sama kejadian yg udah&quot; tu org 😑,0
2020-03-02T15:22:11Z,@pepyluck,ini yang di takuti WHO.. SDM yg gak mumpuni. beli alat pendektesi corona 1 M gak mampu. bayar buzzer  dan influencer 72M sanggup. +62,0
2020-03-02T15:22:09Z,@helmy123,Rumah sakit yg pertama tolong di urus itu kok bisa kecolongan dan yg hadir di pesta semua di panggil untuk di priksa.,47
2020-03-03T07:17:54Z,@sinjati8826,haaaa,0
2020-03-02T15:21:56Z,@taniloka7588,"pake cara korut z lah. anti ribet. dor.<br><br>gara2 dansa, se isi negri dapet teror.",1
2020-03-02T16:01:36Z,@saldinatabobby2516,Setuju. Dor. Tanam. Selesai,0
2020-03-02T15:21:30Z,@annadarichannel7109,Bronkhitis +tyfus=corona ???? Rumahsakit nya harus di seteril,0
2020-03-02T16:15:05Z,@saldinatabobby2516,Dirobohkan aja sekalian,0
2020-03-02T15:21:07Z,@fmusic3596,HMMMMMMMM,1
2020-03-02T15:21:01Z,@sandibae6683,"Smoga cpt sembuh,, biar bebas Indonesia dr Corona ,,Aamiin",0
2020-03-02T15:20:37Z,@dhezyprincess9829,Mulai sekarang jgn berjabat tangan... Lebih pakek menunduk aja atau pakek ala mahabarata... Hindari keluar rumah sering2... Trs berjemur pagi.. Minum rempah2 setiap hari.,0
2020-03-02T15:20:30Z,@EdukasiPerpus,"Coron dan Pesta dansa di hari valentine,",0
2020-03-02T15:20:12Z,@rakyattamvansv5484,Ga tau dah ama negeri sendiri <br>Negeri konyol,1
2020-03-02T16:07:20Z,@saldinatabobby2516,Program mengurangi angka pengangguran,0
2020-03-02T15:20:03Z,@rizalalfian3107,14 Valentine day...plus wik wik wik...yg hotelnya prnh di boking....ha ha ha...waspada.....tmen dansa ape dugem....hayo luh....ngapain 14 februari.....mo kemane luh.....corona lg kngen acara party2 kmrin...🎭🎭🎭🎭🎭🎭🎭,1
2020-03-02T15:19:04Z,@B.MT02,Yg komen tdk usah bawa2 agama...urusan pribadi masing2 kalau soal agama..gak usah sudah merasa plg benar agamanya! Dangkal sekali pemikiran kalau pakai bawa2 agama serasa paling benar! Mending berdoa buat seluruh Indonesia dan dunia agar virus ini cepat punah ataupun dapat ditemukan penangkalnya atau obatnya. Kalau komentar dipakai otak yg cerdas u/ komentarnya!!,0
2020-03-02T15:18:56Z,@nanalee733,"Saya bertanya dalam hati, dokter pertama yg menangani warga depok itu apa ga tau ada nya virus corona??? Dengan gejala2 seperti itu apakah tidak di tindak lanjuti?? Terlalu menganggap enteng padahal seorang dokter🤔🤔🤔",0
2020-03-02T16:24:32Z,@saldinatabobby2516,Bpjs...,0
2020-03-02T17:50:13Z,@nanalee733,saldinata bobby ter la lu 🤔🤔🤔emang klo bpjs suka di anggep gimana sih???,0
2020-03-06T17:51:19Z,@saldinatabobby2516,"You can see the fact. BPJS tidak mencover wabah corona. Doctor says corona, doctor doesnt get some money.",0
2020-03-02T15:18:53Z,@varielwxcgaming7343,China gk due udel gae perkoro ae,2
2020-03-02T15:18:17Z,@drlucky5474,PESATA DANSA bro...... bentar lagi pesta BALAP MOBIL!!!!,0
2020-03-02T15:18:12Z,@abidada3495,Ini bronhitis . Bukan korona<br><br>Alhmdulilah makasih ya dok<br><br>Sama2,0
2020-03-02T15:28:42Z,@sycromkirn7969,Napa lu wkkwkwkwk,0
2020-03-02T15:17:46Z,@danishkutuskutus1080,Katanya pak menkes kemarin ditanya soal masker mahal jawabnya siapa yg suruh beli masker..sekarang?,0
2020-03-02T15:17:38Z,@yoseugrena1817,Anak depok bandel suka pada tawuran cewenya open BO. Tim jaguar kewalahan wkwkwk becanda zayang.... Semoga semua terlidungi allah SWT.,0
2020-03-02T15:17:38Z,@darkknights8742,Lalu solusi nya?,0
2020-03-02T16:12:26Z,@suryaardy9994,"Gak ada, dunia aja masih mencari APA lagi indo..",0
2020-03-02T15:16:54Z,@davidkaptenoleng1508,Larang negara&quot; yang terkena virus corona masuk  indonesia <br>Orang luar dilarang masuk indonesia baru aman wkwkwk,0
2020-03-02T15:16:39Z,@harakita2579,"dari tanggal 16 februari sampai tgl 26 februari, warga depok ini kemana aja ya?",0
2020-03-02T16:14:44Z,@suryaardy9994,"Sudah pasti menyebar ITU.. Kayak di Korea model ceritanya..<br>Rasanya warga yg lain  belum muncul gejala aja.. Karena tubuh masih fit, tinggal tunggu waktu sepertinya.. Segeralah berburu masker.. Walupun dikata tidak  perlu...",0
2020-03-02T15:16:34Z,@haikalputra7554,Yang gue heran kok tidak terdeteksi,1
2020-03-02T15:21:29Z,@ShermanRDH,Yah lu tau lah goverment kita suruh doa biar kebal,0
2020-03-02T15:16:20Z,@bobbydermawan832,+62 sudah tidak santuy lagi ☺️,48
2020-03-02T15:31:15Z,@amandasari8710,hebohhh,1
2020-03-02T18:59:03Z,@ibnuuhuy7539,Yoiii,0
2020-03-02T23:38:55Z,@jesse1963,"Gw masih santai yg penting jaga kesehatan, flu burung lebih berbahaya dari si covid",1
2020-03-03T02:13:12Z,@agusdarma9662,"@@jesse1963 keduanya bagi aku , sama sama berbahaya, sebab covid ini cara penularannya lewat udara",2
2020-03-03T02:18:11Z,@jesse1963,"@@agusdarma9662 mas penularan virus itu sama,, emang anda pikir flu burung cuma kena klo makan burung doang,,, emang aneh d China bisa semasiv itu",1
2020-03-02T15:15:14Z,@jmjos3052,"Wkkwkwkwkwk<br>Tunggu di tlp dulu, dikasi tau dulu, baru ketahuan ????<br>Ckckckck<br><br>Ga pas ini asli ga pas....",0
2020-03-02T15:15:14Z,@wayanady3210,WAHHHH KASUS Korupsi dan Kepolitikan  Jadi Gk keliataannn niee....!!!!😬😬😬😬,1
2020-03-02T16:00:17Z,@yasrilanuar643,Sekarang sibuk mimir anatar hidup n mati.... Smoga para koruptor yg cari selamat malah dia dulu yg kena,0
2020-03-02T15:14:58Z,@hanacitra1387,Semoga mendapat penanganan serius demi keamanan bersama,0
2020-03-02T15:14:44Z,@arkaofyoutobe8062,Semoga gak nyebar ke daerah lain amiiin,8
2020-03-02T15:14:19Z,@ekaputri2258,"Kebayang dong tu org Jepang udh berinteraksi sama banyak orang , semoga aja pada sehat&quot; yaa Aamiin",1
2020-03-02T15:13:49Z,@GG-wx9lq,"Pesta dansa, which means bukan cuma si jepang dan warga depok itu, <br>Dan org jepang itu pasti nya bukan cuma bicara denga warga depok itu selama pesta dansa 😂<br><br>Be aware guys",0
2020-03-02T15:13:44Z,@cetbus1348,mana tuh yg bilang virus corona hoak congor y si deni seregar rezim penuh dusta,9
2020-03-02T15:12:23Z,@ekareshaagustine196,Kenapa di setiap sekolah blm di suruh pake masker padahal Indonesia positif terkena Corona,0
2020-03-02T15:14:26Z,@widiyafbrt8707,Karena masker mahal,0
2020-03-02T18:45:51Z,@arifsultansyah1830,"Bisa juga karena, penimbunan masker oleh oknum, dan di jual.lagi dengan harga mahal, hadeh warga +62, semua di bisnis kan",0
2020-03-02T22:14:42Z,@ekareshaagustine196,makasih udah bantu Jawab,0
2020-03-02T15:12:19Z,@jmjos3052,Nah ini yg ditakutkan WHO kan bener toh<br><br>Untung di tlp sama orang Jepangnya<br>Untung di kasi tau<br>Kalau tidak????<br>Bronchitis sampe kapan???<br><br>Entah apa yang merasukimu....,1
2020-03-02T15:58:36Z,@yasrilanuar643,Kayak ayam kena aratan la kita rakyat +62,0
2020-03-02T15:12:18Z,@leeismyname4379,dokter pe a,0
2020-03-02T15:12:11Z,@ireneadventure_78,jangan lupa memakaiasker demi menjaga penularan lebih bayak,0
2020-03-02T15:12:07Z,@adamantoina,itu dokter yg bilang bronkitis dipecat aja.<br>sudah berapa pasien yg dia salah diagnosa.,9
2020-03-02T15:41:00Z,@muhamadalfarizi7904,"Dokter juga manusia bang, wajar kalo gak selalu akurat",0
2020-03-02T16:03:23Z,@rchobbyexcavator4846,Dokternya blm d training soal corona x,0
2020-03-02T16:22:26Z,@p3darettinapitupulu839,Emmang gejalanya mirip bro. You wont know for sure until you do the viral dna test (pcr). Lu kate dokter itu dukun langsung tau penyebab habis liat dengan mata doang,0
2020-03-02T17:57:04Z,@harisiregar232,"Ya harusnya klo udh dicurigai ada tindak lbh lanjut, ini cm diagnosis bronkitis udh gt aja",0
2020-03-03T03:17:16Z,@p3darettinapitupulu839,"@@harisiregar232 sekarang pasiennya berani ga bayar cek pcr sejutaan lebih ke lab? Susah broo ini indonesia, apa apa yg disalahin dokter",0
2020-03-02T15:12:02Z,@a3-82,wkwkwk ternyata WHO bener.... kita ngak bisa diagnosa. dokternyata aja kek gitu. salah diaknosa. owalahhhh dok.. dok....,3
2020-03-02T15:29:42Z,@fitrianirachmawati7146,"bukan di Indonesia saja, kasus yg di Jepang jg, ada wn Taiwan yg di kapal diamond wkt di diagnosa smp dua kali di Jepang hasilnya negatif pulang ke tw di tes lagi yg ketiga kalinya baru positif, memang hrs di ulang2 tesnya baru dpt  hasil yg akurat.",0
2020-03-02T15:35:54Z,@a3-82,@@fitrianirachmawati7146 owalahh gitu. ok2 paham.,0
2020-03-02T15:11:47Z,@pudjijulijantojulijanto1401,"Krn musim kemarau masih lama...tar kita bisa menyelip Korsel, Iran, Jepang dan Italia...yg terjangkit covid 19...<br>SEMOGA tdk terjadi/lebih banyak lg yg terjangkit dan khasus ini yg pertama dan terakhir.<br>RS pertama tempat pasien dirawat di Depok.. yg kurang paham dng virus covid 19.",0
2020-03-02T15:11:47Z,@blackxix9882,Pemerintah sigaplah mencegah,2
2020-03-02T15:11:46Z,@moriscahyadi9179,1 bulan masih hidup coy kurang kuat apa coba Indonesia,0
2020-03-02T15:19:36Z,@wamulyati3605,Betul mas. D cina ribuan sdh kehilangan nyawa. Nih ibu&quot; udh segitu lama terinfeksi ktanya batuk&quot; doang. Emg sangar betul tuh emak2.,0
2020-03-02T15:11:40Z,@ireneadventure_78,dgn siapa sj dansa dipesta itu ? hrs ditelusuri bahkan siapa yg merasa ikut pesta tsb harusnya kaewatir dan mohon konsultasi dokter,0
2020-03-02T15:11:04Z,@megasatur464,Begitu lamanya dri 14 feb ke 1 maret,0
2020-03-02T15:38:09Z,@黃梅華-l7r,Mega Satur inkubasinya 14 hari soalnya,0
2020-03-02T15:11:02Z,@mendokusai_,<b>Mari Berdoa Masing² Agama Kalian Supaya Kita Di Jauhkan Dari &quot;Virus Corona&quot; Aminn</b>,81
2020-03-02T15:57:32Z,@jeanetpatrecialalihatu8230,Amin,1
2020-03-02T16:39:39Z,@paskariosiregar,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaMin,1
2020-03-02T18:14:01Z,@wahidkurnia9146,Aamiin,1
2020-03-02T23:06:56Z,@alanmoon636,Bagimana kalo udah nyebar di gereja / masjid,1
2020-03-02T23:13:22Z,@ampeanut3583,Amiiiinnnnn 🤲🤲🤲🤲🤲,1
2020-03-02T15:10:52Z,@ferivazili44,Cemas sebagai warga depok sukamaju.,0
2020-03-02T15:10:30Z,@syahiraisnaeni,Yaelah malah pestanya di Jakarta pulak :((,46
2020-03-02T20:38:35Z,@aquaza1568,GOUBLOK............. GOUBLOK.... PADA PESTA DANSA SEGALA.... NGUNDANG WABAH !<br>TUTUP SEMUA PINTU MASUK MBLOK !<br>DETEKSI SEMUA KEMUNGKINAN MBOK !<br>JANGAN PANIK ! ENTE JADI MAYAT BOLEH PANIK !,5
2020-03-02T23:05:42Z,@ampeanut3583,Karna Jakarta lah pusat syurga dunia,2
2020-03-03T01:37:20Z,@vidiadwiramdani758,"Gw jadi ngeri gw tinggal d Jakarta, tapi yg pesta itu Jakarta mana ya",1
2020-03-03T01:41:18Z,@syahiraisnaeni,@@vidiadwiramdani758 Jakarta pusat. Gua juga tinggal di Jakarta :((,0
2020-03-03T05:06:06Z,@hilalfadli7722,@@aquaza1568 tau bikin susah negara aja bangsad emang.!,1
2020-03-02T15:10:26Z,@yogaseafarer8222,Itulah akibat nya kalau kita lengah. Terus juga kenapa kok dokter bisa bisa nya kasih diagnosis bronchitis ? waduh waduh,0
2020-03-02T15:10:15Z,@rafisyawaldi4218,Virus Aja MADE IN CHINA<br><br>Pusing gua jir,20
2020-03-02T15:28:48Z,@dodysaputra1215,Wanjing wkwkw,0
2020-03-02T15:36:15Z,@eagle___shadow,Wkwkwkwkkkkk..sa ae lo..kantong menyan😁🤣😂,0
2020-03-02T15:38:26Z,@zulaikhamuhammad1652,Sumpah gw otw ngakak wkwkwk,0
2020-03-02T15:56:40Z,@melasahara341,"🙈 mw tawa tkt kena, njirr",0
2020-03-02T16:09:01Z,@cokrogame270,Ada yg bilang made in china gk tahan lama<br>Lha ini kog lama kasusnya?,0
2020-03-02T15:10:02Z,@fajarajisaputra9989,hmmm apalah daya nasib gua yg berada di Malaysia,0
2020-03-02T15:10:00Z,@gaswhis8837,"Berarti....orang depoknya tau nya dari orang jepang,bukan dari dokter.berarti..memang tidak bisa mendeteksi virus corona",0
2020-03-02T15:09:44Z,@widyaazr,"waduuuuhhhh smua waspada corona tp kok bs g nggeh tenaga medisnya disaat periksa pertama,malah bronkitis.pst g lngsng dicek,ngiranya g mungkin kena corona.apa jadinya kl org jepang nya g kasih kabar....?habislah penduduk indonesia",0
2020-03-02T15:09:02Z,@iqbalyoi8541,yang di depok pindah .......,0
2020-03-02T15:08:46Z,@alisaazahra2742,"Seharusnya di Indonesia hanya di perbolehkan Indonesia aslinya saja di negri sendiri, semua org yg mukanya bukan org Indonesia tolong dong usir dari Indonesia, suruh balik ke negri nya sendiri",0
2020-03-02T15:08:43Z,@fariz.zlfikar,"14 Februari, DANSA, hmm..",0
2020-03-02T15:08:28Z,@ddhedeqile9618,Apa valentine Biangkeroknya? 🤔,62
2020-03-02T22:01:50Z,@CAS-iz9bd,ddhe deqile bruh apa hubungannya 😂,0
2020-03-02T23:14:57Z,@paijo5903,"Maksiat berujung malapetaka, kejadian pas tgl 14 pesta dansa merayakan valentine😬😬😬",17
2020-03-03T02:11:08Z,@karelmarthinus9211,yang pasien jepang cewk juga,0
2020-03-03T05:08:45Z,@hilalfadli7722,Emang kafir suka bikin gaduh,5
2020-03-03T07:05:06Z,@shp3787,@@karelmarthinus9211 brarti mreka lesbi,0
2020-03-02T15:08:22Z,@bruarinurfalahadhi7960,Azab itu....14 februari emng hari zina.....,2
2020-03-02T15:08:05Z,@kajananstudios,Baru begini seperti film zombie ya... kena virus langsung almarhum... ngeri ane... semoga cepat terselesaikan dan menemukan penawarnya.. amin..,3
2020-03-03T00:05:04Z,@jesse1963,"Itulah yg salah,, flu burung lebih mematikan dari si covid,, klo daya tahan tubuh kita bagus si covid mati sendiri makannya d saranin bwt mengkonsumsi vitamin atau makanan yang bisa boosting daya tahan tubuh,,,",1
2020-03-03T10:26:48Z,@kajananstudios,@@jesse1963 setau ane vitamin C bagus untuk penangkal virus.. cara kerjanya menambah imune tubuh...,0
2020-03-02T15:07:19Z,@alpinnh4663,Gara&quot; orang berduit yang suka jalan&quot; ke luar negri kasian orang yg ngga punya dan harus tertular penyakit ini,178
2020-03-04T03:37:18Z,@audreyaaudreya4994,hahahah betul .yang banyak uang mah enak bs krmh sakit mahal .lah gue mah buat makan aja susah pusing,19
2020-03-04T05:34:18Z,@alpinnh4663,Apa mereka ngga bisa ya nahan nafsu dulu buat jln&quot; keluar negri di saat seperti ini,11
2020-03-04T06:17:30Z,@hiskia7214,gara2 satu orang yg sok2 pesta2 sgla jdi masalah buat satu negara,5
2020-03-04T07:09:45Z,@sendalblusukan2652,"kerokan aja gan, ntar juga sembuh",0
2020-03-04T09:32:58Z,@thekingkong7434,"Ckckckkc pantas lu miskin, bukan cuma miskin harta, tapi nurani juga<br>Orang lain kena musibah ga ada simpatinya<br>Dan itu org jepang yg ke indo",2
2020-03-02T15:07:18Z,@nandapadilahofficial6937,Dah langsung aja isolasi kota depok sementara jadi kota mati dulu dari pada nyebar virus nya,1
2020-03-02T15:30:21Z,@bimbimzap,Gabisa asal main isolasi aja..,0
2020-03-02T15:07:11Z,@julianarba3939,Baru kemaren netizen indonesia dengan bangga dan congkak bilang..bebas bebas virus...,49
2020-03-02T18:18:15Z,@haniiftikhani4061,"Iya betul. Banyak yang bilang azab-lah, karma-lah. Kalo menurutku si ini beneran wabah. Sampe skarang kita belum tau penyebab pasti wabah covid-wuhan itu gara2 apa. Ada yg bilang dri kelelawar n hewan2 lain, ada yg bilang senjata biologis, ada juga yg bilang efek perang dagang. Yang jelas kita semua perlu banyak2 berdoa, melakukan tindakan preventif thd virus sperti makan n minuman gizi seimbang, cukup olahraga dan istirahat.. ya ga??",6
2020-03-02T18:22:00Z,@babayaga8677,"Bener ni, katanya negara santuy wkwk kmren koar2 sekarang pd panik lu",5
2020-03-02T19:57:46Z,@gekming8808,Katanya pula ber wudu aja tiap hari.. helllooooooooooo,2
2020-03-02T23:36:08Z,@jesse1963,"Gw masih santai yg penting jaga kesehatan ,,, flu burung lebih bahaya dari si covid",2
2020-03-03T01:54:27Z,@fadlynugroho3406,"@@jesse1963 lebih berbahaya, tpi corona lebih mudah penyebarannya dan lebih cepat 🙂",1
2020-03-02T15:07:06Z,@MaheTutorial,brongkitis??,0
2020-03-02T15:06:49Z,@diohackmaster807,"Akhirnya dari seluruh berita yg bertebaran, disini baru mendapat berita yg menjelaskan kronologinya dgn pas dam tepat, nice job cnn",2
2020-03-02T15:06:42Z,@herdityo3836,pesta dansa apa pesta seks?? you know lah japan,1
2020-03-02T16:12:11Z,@saldinatabobby2516,Hentai kali sampe mau jumpai,0
2020-03-02T15:05:58Z,@mrschowchow211,"Imigrasi mly kok bs dilps pergi keindo ya,",0
2020-03-02T18:30:38Z,@nuclearreactorofshahalam8145,Dari jepang ke indo kemudian ke Malaysia...di Malaysia terdeteksi...ternyata minim konyol fasilitas medis di indo,0
2020-03-02T15:05:56Z,@sakeniku9768,Knpa di Bandara bisa Lolos??? Apakaaaah..........( jd Pertanyaan),0
2020-03-02T15:08:31Z,@mrschowchow211,Tya bandara KL knp bs lolos keindo,0
2020-03-02T15:03:22Z,@EKO1O,"Trnyta yg d khawatir kn WHO dan negara tetangga itu benar, tenaga medis Indonesia itu mmng blm berkompeten untk mendeteksi virus baru sprti Corona...",0
2020-03-02T15:03:17Z,@dodiputrasirait161,Fasilitas kesehatan kita belum mampu mendeteksi Corona. Indonesia tidak bebas Corona sejak Januari pastinya,0
2020-03-02T15:02:48Z,@ummaahsan2289,"apa cuma gua yg mikir klo Indonesia terkesan lambat mendeteksi virus corona? masak sampe 10 hari pun org depok itu belum di priksa apakah dy kenak virus corona ato ngk, dokter cuma nyimpulkan sakit bronkitis pulak itu, stelah org jepang nelfon bilang dy kenak virus corona, baru lah org depok itu d priksa dan di isolasi..<br>benar2 lambaaan Indonesia..🤦‍♀🤦‍♀🤦‍♀",0
2020-03-02T15:14:16Z,@dheka1516,"Dan yg pling aneh wrga negara jepang yg sdh terinveksi corona masih bisa msuk ke indonesia,, .. Whattt??? Bukankah di setiap pnerbangan indomesia sdh di jaga ketatt,,",0
2020-03-02T15:02:24Z,@satyamuhammad918,Kalau tau identitasnya pasti udah dibully seluruh Indo deh,16
2020-03-04T01:18:12Z,@dwiagustin4391,kasian katanya juga udah tau sampe di private ig nya sekarang :( gara gara banyak yang ngatain,0
2020-03-04T13:14:59Z,@earphonebutut5005,Padahal harus nya didoain biar sembuh,0
2020-03-02T15:01:58Z,@rimunzilen3535,14 Februari pesta dansa.ah palingan mantap mantap Valentine .akhirnya jd tertular virus corona . azab awkwkwkkw,3
2020-03-02T22:14:56Z,@arifhidayat1330,"Gw mikirnya sih gitu, itu kan hari valentine nah setelah pesta dansa mereka mantap mantap",0
2020-03-02T15:01:47Z,@anisbadarudin8549,"Komsumsi kunyit ,jahe, temulawak,rempah2 lainya supaya biar ada perlawanan aalami",2
2020-03-02T15:01:16Z,@yaleetw2704,"Udah banyak dong yg tertular, kn abis dansa , duhhhhhh, kumpulin semua itu yg PD ikut dansa",5
2020-03-02T15:25:33Z,@alextabutie7580,Liat aja di korea 1 hari yg kena 500org yg positif<br>Skrng sdh 4000 lbh dalam bbrp hri aja,0
2020-03-02T15:45:01Z,@octavvarrd2006,"@@alextabutie7580 itu kan di korea, jangan samakan di Indonesia, iklim negara kita tropis, virus itu nggak akan berkembang di udara panas, sedangkan korea kan disana dingin, masa hidup virusnya bisa jadi lebih lama, lagipula tingkat daya tahan tubuh orang itu beda²,, ya semoga di Indonesia jangan smpai lah seperti di korea.",1
2020-03-02T15:56:56Z,@alextabutie7580,@@octavvarrd2006 iya semoga saja gk jd sprti korea soal nya mereka itu kn sempat rawat jalan di pikir nya skt biasa dri tggl 17 feb lumayan lama dan bru skrng di isolasi<br>Sama kaya nenek yg di korea dia cmn mengira skt biasa smpat berkunjung ke rs dan gereja alhasil langsung nyebar<br>Smpai2 ad pasien yg lg berobat di rs itu meninggal krna terjangkit,0
2020-03-02T15:58:16Z,@rubyyanto9881,@@octavvarrd2006 bukan sol bnading2an iklim tp kita wajib waspada,0
2020-03-02T16:06:09Z,@octavvarrd2006,"@@rubyyanto9881 iya waspada itu harus, tp kita jg tetap berpikir positif dan yg paling penting menjaga kesehatan diri kita sendiri karena kalau imunitas tubuh kita kuat, corona nggak akan mempan masuk.",0
2020-03-02T15:01:09Z,@fadilcipta1891,"16 Februari berobat di RS depok di diagnosa bronkitis, luh kalau ga becus jadi dokter jangan jadi dokter, ijasah beli, negara lain pantesan pada ragu kemampuan dokter indonesia.🤔",1
2020-03-02T16:09:17Z,@saldinatabobby2516,Bpjs...gitu emank,0
2020-03-02T15:00:18Z,@miziafillah9803,ngapain orang indo orang depok mau.nemuin temanya orang jepang dasar,0
2020-03-02T15:00:12Z,@yuwashaffiyah4218,di cek sm yh berintetaksi,0
2020-03-02T14:59:49Z,@bangsat8231,Berarti bukan ngak masuk tp emang alat2 ya ngak bs deteksi apa lg klu pake bpjs,1
2020-03-02T15:47:27Z,@octavvarrd2006,"Bukannya nggak bisa mendeteksi, kan masa inkubasi virus itu bisa 14 hari, bisa jadi orang jepang itu saat ke Indonesia sudah terpapar korona tp karena virusnya masih berinkubasi ya dia kelihatan seperti orang sehat nggak ada gejala kena korona.",0
2020-03-02T14:59:21Z,@broaden4591,Kekhawatiran WHO sudah terjawab,1
2020-03-02T18:26:36Z,@arifsultansyah1830,"Betul bro , Indonesia terlalu santuy",1
2020-03-02T14:59:00Z,@syelinaprilia6386,Cara penularan nya lewat apa sih sebenernya? Lewat sentuhan atau lendir atau udara tukar nafas pas berhadpan ngomong atau apa yah,0
